id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,class,percentmale,percentfemale,preevolution,egggroup1,egggroup2
587,587,Emolga,Emolga,Electric,Flying,Static,,Motor Drive,55,75,60,75,60,103,428,11.0 lbs.,"1'04""",Sky Squirrel Pokemon,0.5,0.5,,Field,
588,588,Karrablast,Karrablast,Bug,,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,13.0 lbs.,"1'08""",Clamping Pokemon,0.5,0.5,,Bug,
589,589,Escavalier,Escavalier,Bug,Steel,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,72.8 lbs.,"3'03""",Cavalry Pokemon,0.5,0.5,Karrablast,Bug,
590,590,Foongus,Foongus,Grass,Poison,Effect Spore,,Regenerator,69,55,45,55,55,15,294,2.2 lbs.,"0'08""",Mushroom Pokemon,0.5,0.5,,Grass,
591,591,Amoonguss,Amoonguss,Grass,Poison,Effect Spore,,Regenerator,114,85,70,85,80,30,464,23.1 lbs.,"2'00""",Mushroom Pokemon,0.5,0.5,Foongus,Grass,
592,592,Frillish,Frillish,Water,Ghost,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,72.8 lbs.,"3'11""",Floating Pokemon,0.5,0.5,,Amorphous,
593,593,Jellicent,Jellicent,Water,Ghost,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,297.6 lbs.,"7'03""",Floating Pokemon,0.5,0.5,Frillish,Amorphous,
594,594,Alomomola,Alomomola,Water,,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,69.7 lbs.,"3'11""",Caring Pokemon,0.5,0.5,,Water 1,Water 2
595,595,Joltik,Joltik,Bug,Electric,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,1.3 lbs.,"0'04""",Attaching Pokemon,0.5,0.5,,Bug,
596,596,Galvantula,Galvantula,Bug,Electric,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,31.5 lbs.,"2'07""",EleSpider Pokemon,0.5,0.5,Joltik,Bug,
597,597,Ferroseed,Ferroseed,Grass,Steel,Iron Barbs,,,44,50,91,24,86,10,305,41.4 lbs.,"2'00""",Thorn Seed Pokemon,0.5,0.5,,Grass,Mineral
598,598,Ferrothorn,Ferrothorn,Grass,Steel,Iron Barbs,,Anticipation,74,94,131,54,116,20,489,242.5 lbs.,"3'03""",Thorn Pod Pokemon,0.5,0.5,Ferroseed,Grass,Mineral
599,599,Klink,Klink,Steel,,Plus,Minus,Clear Body,40,55,70,45,60,30,300,46.3 lbs.,"1'00""",Gear Pokemon,0.5,0.5,,Mineral,
600,600,Klang,Klang,Steel,,Plus,Minus,Clear Body,60,80,95,70,85,50,440,112.4 lbs.,"2'00""",Gear Pokemon,0.5,0.5,Klink,Mineral,
601,601,Klinklang,Klinklang,Steel,,Plus,Minus,Clear Body,60,100,115,70,85,90,520,178.6 lbs.,"2'00""",Gear Pokemon,0.5,0.5,Klang,Mineral,
602,602,Tynamo,Tynamo,Electric,,Levitate,,,35,55,40,45,40,60,275,0.7 lbs.,"0'08""",EleFish Pokemon,0.5,0.5,,Amorphous,
603,603,Eelektrik,Eelektrik,Electric,,Levitate,,,65,85,70,75,70,40,405,48.5 lbs.,"3'11""",EleFish Pokemon,0.5,0.5,Tynamo,Amorphous,
604,604,Eelektross,Eelektross,Electric,,Levitate,,,85,115,80,105,80,50,515,177.5 lbs.,"6'11""",EleFish Pokemon,0.5,0.5,Eelektrik,Amorphous,
605,605,Elgyem,Elgyem,Psychic,,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,19.8 lbs.,"1'08""",Cerebral Pokemon,0.5,0.5,,Human-Like,
606,606,Beheeyem,Beheeyem,Psychic,,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,76.1 lbs.,"3'03""",Cerebral Pokemon,0.5,0.5,Elgyem,Human-Like,
607,607,Litwick,Litwick,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,6.8 lbs.,"1'00""",Candle Pokemon,0.5,0.5,,Amorphous,
608,608,Lampent,Lampent,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,28.7 lbs.,"2'00""",Lamp Pokemon,0.5,0.5,Litwick,Amorphous,
609,609,Chandelure,Chandelure,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,75.6 lbs.,"3'03""",Luring Pokemon,0.5,0.5,Lampent,Amorphous,
610,610,Axew,Axew,Dragon,,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,39.7 lbs.,"2'00""",Tusk Pokemon,0.5,0.5,,Monster,Dragon
611,611,Fraxure,Fraxure,Dragon,,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,79.4 lbs.,"3'03""",Axe Jaw Pokemon,0.5,0.5,Axew,Monster,Dragon
612,612,Haxorus,Haxorus,Dragon,,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,232.6 lbs.,"5'11""",Axe Jaw Pokemon,0.5,0.5,Fraxure,Monster,Dragon
613,613,Cubchoo,Cubchoo,Ice,,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,18.7 lbs.,"1'08""",Chill Pokemon,0.5,0.5,,Field,
614,614,Beartic,Beartic,Ice,,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,573.2 lbs.,"8'06""",Freezing Pokemon,0.5,0.5,Cubchoo,Field,
615,615,Cryogonal,Cryogonal,Ice,,Levitate,,,80,50,50,95,135,105,515,326.3 lbs.,"3'07""",Crystallizing Pokemon,,,,Mineral,
616,616,Shelmet,Shelmet,Bug,,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,17.0 lbs.,"1'04""",Snail Pokemon,0.5,0.5,,Bug,
617,617,Accelgor,Accelgor,Bug,,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,55.8 lbs.,"2'07""",Shell Out Pokemon,0.5,0.5,Shelmet,Bug,
618,618,Stunfisk,Stunfisk,Ground,Electric,Static,Limber,Sand Veil,109,66,84,81,99,32,471,24.3 lbs.,"2'04""",Trap Pokemon,0.5,0.5,,Water 1,Amorphous
619,619,Mienfoo,Mienfoo,Fighting,,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,44.1 lbs.,"2'11""",Martial Arts Pokemon,0.5,0.5,,Field,Human-Like
620,620,Mienshao,Mienshao,Fighting,,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,78.3 lbs.,"4'07""",Martial Arts Pokemon,0.5,0.5,Mienfoo,Field,Human-Like
621,621,Druddigon,Druddigon,Dragon,,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,306.4 lbs.,"5'03""",Cave Pokemon,0.5,0.5,,Dragon,Monster
622,622,Golett,Golett,Ground,Ghost,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,202.8 lbs.,"3'03""",Automaton Pokemon,,,,Mineral,
623,623,Golurk,Golurk,Ground,Ghost,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,727.5 lbs.,"9'02""",Automaton Pokemon,,,Golett,Mineral,
624,624,Pawniard,Pawniard,Dark,Steel,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,22.5 lbs.,"1'08""",Sharp Blade Pokemon,0.5,0.5,,Human-Like,
625,625,Bisharp,Bisharp,Dark,Steel,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,154.3 lbs.,"5'03""",Sword Blade Pokemon,0.5,0.5,Pawniard,Human-Like,
626,626,Bouffalant,Bouffalant,Normal,,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,208.6 lbs.,"5'03""",Bash Buffalo Pokemon,0.5,0.5,,Field,
627,627,Rufflet,Rufflet,Normal,Flying,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,23.1 lbs.,"1'08""",Eaglet Pokemon,1,0,,Flying,
628,628,Braviary,Braviary,Normal,Flying,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,90.4 lbs.,"4'11""",Valiant Pokemon,1,0,Rufflet,Flying,
629,629,Vullaby,Vullaby,Dark,Flying,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,19.8 lbs.,"1'08""",Diapered Pokemon,0,1,,Flying,
630,630,Mandibuzz,Mandibuzz,Dark,Flying,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,87.1 lbs.,"3'11""",Bone Vulture Pokemon,0,1,Vullaby,Flying,
631,631,Heatmor,Heatmor,Fire,,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,127.9 lbs.,"4'07""",Anteater Pokemon,0.5,0.5,,Field,
632,632,Durant,Durant,Bug,Steel,Swarm,Hustle,Truant,58,109,112,48,48,109,484,72.8 lbs.,"1'00""",Iron Ant Pokemon,0.5,0.5,,Bug,
633,633,Deino,Deino,Dark,Dragon,Hustle,,,52,65,50,45,50,38,300,38.1 lbs.,"2'07""",Irate Pokemon,0.5,0.5,,Dragon,
634,634,Zweilous,Zweilous,Dark,Dragon,Hustle,,,72,85,70,65,70,58,420,110.2 lbs.,"4'07""",Hostile Pokemon,0.5,0.5,Deino,Dragon,
635,635,Hydreigon,Hydreigon,Dark,Dragon,Levitate,,,92,105,90,125,90,98,600,352.7 lbs.,"5'11""",Brutal Pokemon,0.5,0.5,Zweilous,Dragon,
636,636,Larvesta,Larvesta,Bug,Fire,Flame Body,,Swarm,55,85,55,50,55,60,360,63.5 lbs.,"3'07""",Torch Pokemon,0.5,0.5,,Bug,
637,637,Volcarona,Volcarona,Bug,Fire,Flame Body,,Swarm,85,60,65,135,105,100,550,101.4 lbs.,"5'03""",Sun Pokemon,0.5,0.5,Larvesta,Bug,
638,638,Cobalion,Cobalion,Steel,Fighting,Justified,,,91,90,129,90,72,108,580,551.2 lbs.,"6'11""",Iron Will Pokemon,,,,Undiscovered,
639,639,Terrakion,Terrakion,Rock,Fighting,Justified,,,91,129,90,72,90,108,580,573.2 lbs.,"6'03""",Cavern Pokemon,,,,Undiscovered,
640,640,Virizion,Virizion,Grass,Fighting,Justified,,,91,90,72,90,129,108,580,440.9 lbs.,"6'07""",Grassland Pokemon,,,,Undiscovered,
641,641,Tornadus,Tornadus (Incarnate Forme),Flying,,Prankster,,Defiant,79,115,70,125,80,111,580,138.9 lbs.,"4'11""",Cyclone Pokemon,1,0,,Undiscovered,
642,642,Thundurus,Thundurus (Incarnate Forme),Electric,Flying,Prankster,,Defiant,79,115,70,125,80,111,580,134.5 lbs.,"4'11""",Bolt Strike Pokemon,1,0,,Undiscovered,
643,643,Reshiram,Reshiram,Dragon,Fire,Turboblaze,,,100,120,100,150,120,90,680,727.5 lbs.,"10'06""",Vast White Pokemon,,,,Undiscovered,
644,644,Zekrom,Zekrom,Dragon,Electric,Teravolt,,,100,150,120,120,100,90,680,760.6 lbs.,"9'06""",Deep Black Pokemon,,,,Undiscovered,
645,645,Landorus,Landorus (Incarnate Forme),Ground,Flying,Sand Force,,Sheer Force,89,125,90,115,80,101,600,149.9 lbs.,"4'11""",Abundance Pokemon,1,0,,Undiscovered,
646,646,Kyurem,Kyurem (Kyurem),Dragon,Ice,Pressure,,,125,130,90,130,90,95,660,716.5 lbs.,"9'10""",Boundary Pokemon,,,,Undiscovered,
647,647,Keldeo,Keldeo (Ordinary Form),Water,Fighting,Justified,,,91,72,90,129,90,108,580,106.9 lbs.,"4'07""",Colt Pokemon,,,,Undiscovered,
648,648,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Serene Grace,,,100,77,77,128,128,90,600,14.3 lbs.,"2'00""",Melody Pokemon,,,,Undiscovered,
649,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",Paleozoic Pokemon,,,,Undiscovered,
650,650,Chespin,Chespin,Grass,,Overgrow,,Bulletproof,56,61,65,48,45,38,313,19.8 lbs.,"1'04""",Spiny Nut Pokemon,0.875,0.125,,Field,
651,651,Quilladin,Quilladin,Grass,,Overgrow,,Bulletproof,61,78,95,56,58,57,405,63.9 lbs.,"2'04""",Spiny Armor Pokemon,0.875,0.125,Chespin,Field,
652,652,Chesnaught,Chesnaught,Grass,Fighting,Overgrow,,Bulletproof,88,107,122,74,75,64,530,198.4 lbs.,"5'03""",Spiny Armor Pokemon,0.875,0.125,Quilladin,Field,
653,653,Fennekin,Fennekin,Fire,,Blaze,,Magician,40,45,40,62,60,60,307,20.7 lbs.,"1'04""",Fox Pokemon,0.875,0.125,,Field,
654,654,Braixen,Braixen,Fire,,Blaze,,Magician,59,59,58,90,70,73,409,32.0 lbs.,"3'03""",Fox Pokemon,0.875,0.125,Fennekin,Field,
655,655,Delphox,Delphox,Fire,Psychic,Blaze,,Magician,75,69,72,114,100,104,534,86.0 lbs.,"4'11""",Fox Pokemon,0.875,0.125,Braixen,Field,
656,656,Froakie,Froakie,Water,,Torrent,,Protean,41,56,40,62,44,71,314,15.4 lbs.,"1'00""",Bubble Frog Pokemon,0.875,0.125,,Water 1,
657,657,Frogadier,Frogadier,Water,,Torrent,,Protean,54,63,52,83,56,97,405,24.0 lbs.,"2'00""",Bubble Frog Pokemon,0.875,0.125,Froakie,Water 1,
658,658,Greninja,Greninja,Water,Dark,Torrent,Torrent,Protean,72,95,67,103,71,122,530,88.2 lbs.,"4'11""",Ninja Pokemon,0.875,0.125,Frogadier,Water 1,
659,659,Bunnelby,Bunnelby,Normal,,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,11.0 lbs.,"1'04""",Digging Pokemon,0.5,0.5,,Field,
660,660,Diggersby,Diggersby,Normal,Ground,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,93.5 lbs.,"3'03""",Digging Pokemon,0.5,0.5,Bunnelby,Field,
661,661,Fletchling,Fletchling,Normal,Flying,Big Pecks,,Gale Wings,45,50,43,40,38,62,278,3.7 lbs.,"1'00""",Tiny Robin Pokemon,0.5,0.5,,Flying,
662,662,Fletchinder,Fletchinder,Fire,Flying,Flame Body,,Gale Wings,62,73,55,56,52,84,382,35.3 lbs.,"2'04""",Ember Pokemon,0.5,0.5,Fletchling,Flying,
663,663,Talonflame,Talonflame,Fire,Flying,Flame Body,,Gale Wings,78,81,71,74,69,126,499,54.0 lbs.,"3'11""",Scorching Pokemon,0.5,0.5,Fletchinder,Flying,
664,664,Scatterbug,Scatterbug,Bug,,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,5.5 lbs.,"1'00""",Scatterdust Pokemon,0.5,0.5,,Bug,
665,665,Spewpa,Spewpa,Bug,,Shed Skin,,Friend Guard,45,22,60,27,30,29,213,18.5 lbs.,"1'00""",Scatterdust Pokemon,0.5,0.5,Scatterbug,Bug,
666,666,Vivillon,Vivillon (Icy Snow Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",Scale Pokemon,0.5,0.5,Spewpa,Bug,
667,667,Litleo,Litleo,Fire,Normal,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,29.8 lbs.,"2'00""",Lion Cub Pokemon,0.75,0.25,,Field,
668,668,Pyroar,Pyroar,Fire,Normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,179.7 lbs.,"4'11""",Royal Pokemon,0.75,0.25,Litleo,Field,
669,669,Flab?b?,Flab?b? (Red Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",Single Bloom Pokemon,0,1,,Fairy,
670,670,Floette,Floette (Red Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",Single Bloom Pokemon,0,1,Flab?b?,Fairy,
671,671,Florges,Florges (Red Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",Garden Pokemon,0,1,Floette,Fairy,
672,672,Skiddo,Skiddo,Grass,,Sap Sipper,,Grass Pelt,66,65,48,62,57,52,350,68.3 lbs.,"2'11""",Mount Pokemon,0.5,0.5,,Field,
673,673,Gogoat,Gogoat,Grass,,Sap Sipper,,Grass Pelt,123,100,62,97,81,68,531,200.6 lbs.,"5'07""",Mount Pokemon,0.5,0.5,Skiddo,Field,
674,674,Pancham,Pancham,Dark,,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,17.6 lbs.,"2'00""",Playful Pokemon,0.5,0.5,,Field,Human-Like
675,675,Pangoro,Pangoro,Dark,Fighting,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,299.8 lbs.,"6'11""",Daunting Pokemon,0.5,0.5,Pancham,Field,Human-Like
676,676,Furfrou,Furfrou (Natural Form),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",Poodle Pokemon,0.5,0.5,,Field,
677,677,Espurr,Espurr,Psychic,,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,7.7 lbs.,"1'00""",Restraint Pokemon,0.5,0.5,,Field,
678,678,Meowstic,Meowstic (Male),Psychic,,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,18.7 lbs.,"2'00""",Constraint Pokemon,1,0,Espurr,Field,
679,679,Honedge,Honedge,Steel,Ghost,No Guard,,,45,80,100,35,37,28,325,4.4 lbs.,"2'07""",Sword Pokemon,0.5,0.5,,Mineral,
680,680,Doublade,Doublade,Steel,Ghost,No Guard,,,59,110,150,45,49,35,448,9.9 lbs.,"2'07""",Sword Pokemon,0.5,0.5,Honedge,Mineral,
681,681,Aegislash,Aegislash (Shield Forme),Steel,Ghost,Stance Change,,,60,50,150,50,150,60,520,116.8 lbs.,"5'07""",Royal Sword Pokemon,0.5,0.5,Doublade,Mineral,
682,682,Spritzee,Spritzee,Fairy,,Healer,,Aroma Veil,78,52,60,63,65,23,341,1.1 lbs.,"0'08""",Perfume Pokemon,0.5,0.5,,Fairy,
683,683,Aromatisse,Aromatisse,Fairy,,Healer,,Aroma Veil,101,72,72,99,89,29,462,34.2 lbs.,"2'07""",Fragrance Pokemon,0.5,0.5,Spritzee,Fairy,
684,684,Swirlix,Swirlix,Fairy,,Sweet Veil,,Unburden,62,48,66,59,57,49,341,7.7 lbs.,"1'04""",Cotton Candy Pokemon,0.5,0.5,,Fairy,
685,685,Slurpuff,Slurpuff,Fairy,,Sweet Veil,,Unburden,82,80,86,85,75,72,480,11.0 lbs.,"2'07""",Meringue Pokemon,0.5,0.5,Swirlix,Fairy,
686,686,Inkay,Inkay,Dark,Psychic,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,7.7 lbs.,"1'04""",Revolving Pokemon,0.5,0.5,,Water 1,Water 2
687,687,Malamar,Malamar,Dark,Psychic,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,103.6 lbs.,"4'11""",Overturning Pokemon,0.5,0.5,Inkay,Water 1,Water 2
688,688,Binacle,Binacle,Rock,Water,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,306,68.3 lbs.,"1'08""",Two-Handed Pokemon,0.5,0.5,,Water 3,
689,689,Barbaracle,Barbaracle,Rock,Water,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,500,211.6 lbs.,"4'03""",Collective Pokemon,0.5,0.5,Binacle,Water 3,
690,690,Skrelp,Skrelp,Poison,Water,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,16.1 lbs.,"1'08""",Mock Kelp Pokemon,0.5,0.5,,Water 1,Dragon
691,691,Dragalge,Dragalge,Poison,Dragon,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,179.7 lbs.,"5'11""",Mock Kelp Pokemon,0.5,0.5,Skrelp,Water 1,Dragon
692,692,Clauncher,Clauncher,Water,,Mega Launcher,,,50,53,62,58,63,44,330,18.3 lbs.,"1'08""",Water Gun Pokemon,0.5,0.5,,Water 1,Water 3
693,693,Clawitzer,Clawitzer,Water,,Mega Launcher,,,71,73,88,120,89,59,500,77.8 lbs.,"4'03""",Howitzer Pokemon,0.5,0.5,Clauncher,Water 1,Water 3
694,694,Helioptile,Helioptile,Electric,Normal,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,13.2 lbs.,"1'08""",Generator Pokemon,0.5,0.5,,Monster,Dragon
695,695,Heliolisk,Heliolisk,Electric,Normal,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,46.3 lbs.,"3'03""",Generator Pokemon,0.5,0.5,Helioptile,Monster,Dragon
696,696,Tyrunt,Tyrunt,Rock,Dragon,Strong Jaw,,Sturdy,58,89,77,45,45,48,362,57.3 lbs.,"2'07""",Royal Heir Pokemon,0.875,0.125,,Monster,Dragon
697,697,Tyrantrum,Tyrantrum,Rock,Dragon,Strong Jaw,,Rock Head,82,121,119,69,59,71,521,595.2 lbs.,"8'02""",Despot Pokemon,0.875,0.125,Tyrunt,Monster,Dragon
698,698,Amaura,Amaura,Rock,Ice,Refrigerate,,Snow Warning,77,59,50,67,63,46,362,55.6 lbs.,"4'03""",Tundra Pokemon,0.875,0.125,,Monster,
699,699,Aurorus,Aurorus,Rock,Ice,Refrigerate,,Snow Warning,123,77,72,99,92,58,521,496.0 lbs.,"8'10""",Tundra Pokemon,0.875,0.125,Amaura,Monster,
700,700,Sylveon,Sylveon,Fairy,,Cute Charm,,Pixilate,95,65,65,110,130,60,525,51.8 lbs.,"3'03""",Intertwining Pokemon,0.875,0.125,Eevee,Field,
701,701,Hawlucha,Hawlucha,Fighting,Flying,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,47.4 lbs.,"2'07""",Wrestling Pokemon,0.5,0.5,,Human-Like,
702,702,Dedenne,Dedenne,Electric,Fairy,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,4.9 lbs.,"0'08""",Antenna Pokemon,0.5,0.5,,Field,Fairy
703,703,Carbink,Carbink,Rock,Fairy,Clear Body,,Sturdy,50,50,150,50,150,50,500,12.6 lbs.,"1'00""",Jewel Pokemon,,,,Fairy,Mineral
704,704,Goomy,Goomy,Dragon,,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,6.2 lbs.,"1'00""",Soft Tissue Pokemon,0.5,0.5,,Dragon,
705,705,Sliggoo,Sliggoo,Dragon,,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,38.6 lbs.,"2'07""",Soft Tissue Pokemon,0.5,0.5,Goomy,Dragon,
706,706,Goodra,Goodra,Dragon,,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,331.8 lbs.,"6'07""",Dragon Pokemon,0.5,0.5,Sliggoo,Dragon,
707,707,Klefki,Klefki,Steel,Fairy,Prankster,,Magician,57,80,91,80,87,75,470,6.6 lbs.,"0'08""",Key Ring Pokemon,0.5,0.5,,Mineral,
708,708,Phantump,Phantump,Ghost,Grass,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,15.4 lbs.,"1'04""",Stump Pokemon,0.5,0.5,,Grass,Amorphous
709,709,Trevenant,Trevenant,Ghost,Grass,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,156.5 lbs.,"4'11""",Elder Tree Pokemon,0.5,0.5,Phantump,Grass,Amorphous
710,710,Pumpkaboo,Pumpkaboo (Average Size),Ghost,Grass,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,11.0 lbs.,"1'04""",Pumpkin Pokemon,0.5,0.5,,Amorphous,
711,711,Gourgeist,Gourgeist (Average Size),Ghost,Grass,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,27.6 lbs.,"2'11""",Pumpkin Pokemon,0.5,0.5,Pumpkaboo (Average Size),Amorphous,
712,712,Bergmite,Bergmite,Ice,,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,219.4 lbs.,"3'03""",Ice Chunk Pokemon,0.5,0.5,,Monster,
713,713,Avalugg,Avalugg,Ice,,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,1113.3 lbs.,"6'07""",Iceberg Pokemon,0.5,0.5,Bergmite,Monster,
714,714,Noibat,Noibat,Flying,Dragon,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,17.6 lbs.,"1'08""",Sound Wave Pokemon,0.5,0.5,,Flying,
715,715,Noivern,Noivern,Flying,Dragon,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,187.4 lbs.,"4'11""",Sound Wave Pokemon,0.5,0.5,Noibat,Flying,
716,716,Xerneas,Xerneas (Neutral Mode),Fairy,,Fairy Aura,,,126,131,95,131,98,99,680,474.0 lbs.,"9'10""",Life Pokemon,,,,Undiscovered,
717,717,Yveltal,Yveltal,Dark,Flying,Dark Aura,,,126,131,95,131,98,99,680,447.5 lbs.,"19'00""",Destruction Pokemon,,,,Undiscovered,
718,718,Zygarde,Zygarde (50% Forme),Dragon,Ground,Aura Break,,,108,100,121,81,95,95,600,672.4 lbs.,"16'05""",Order Pokemon,,,,Undiscovered,
719,719,Diancie,Diancie,Rock,Fairy,Clear Body,,,50,100,150,100,150,50,600,19.4 lbs.,"2'04""",Jewel Pokemon,,,,Undiscovered,
720,720,Hoopa,Hoopa (Hoopa Confined),Psychic,Ghost,Magician,,,80,110,60,150,130,70,600,19.8 lbs.,"1'08""",Mischief Pokemon,,,,Undiscovered,
